"id","cycle","setting1","setting2","setting3","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","ttf"
"82","172","-0.0026","-0.0004","100","518.67","642.21","1589.58","1407.52","14.62","21.61","553.58","2388.01","9107.7","1.3","47.41","522.05","2388.06","8182.78","84.403","0.03","395","2388","100","38.77","23.236","42"
"82","173","-0.0011","-0.0002","100","518.67","642.71","1593.21","1406.15","14.62","21.61","554.28","2388.05","9107.04","1.3","47.55","521.31","2388","8183.83","84.203","0.03","394","2388","100","38.74","23.273","41"
"82","174","0.0015","-0.0004","100","518.67","643.56","1595.78","1407.61","14.62","21.61","553.92","2388.05","9115.93","1.3","47.6","521.18","2388.03","8188.23","84.469","0.03","394","2388","100","39.03","23.296","40"
"82","175","0.0015","0","100","518.67","642.33","1598.41","1409.12","14.62","21.61","552.91","2388.05","9114.58","1.3","47.47","521.61","2388.03","8180.99","84.387","0.03","395","2388","100","38.64","23.288","39"
"82","176","-0.002","-0.0005","100","518.67","642.83","1586.89","1414.64","14.62","21.61","553.34","2387.99","9117.72","1.3","47.66","521.67","2388.04","8183.97","84.495","0.03","394","2388","100","38.67","23.377","38"
"82","177","-0.0017","0.0001","100","518.67","643.12","1591.34","1410.71","14.62","21.61","552.86","2388.03","9117.46","1.3","47.64","521.68","2388.05","8190.41","84.233","0.03","393","2388","100","38.89","23.128","37"
"82","178","0.0014","-0.0003","100","518.67","642.31","1594.91","1408.81","14.62","21.61","554.33","2388.06","9111.76","1.3","47.6","521.63","2388.01","8187.24","84.776","0.03","393","2388","100","38.86","23.216","36"
"82","179","0","-0.0004","100","518.67","642.52","1591.79","1418.17","14.62","21.61","553.21","2388.05","9121.62","1.3","47.76","521.31","2388.04","8191.27","84.526","0.03","393","2388","100","38.89","23.220","35"
"82","180","0.0011","0.0003","100","518.67","642.77","1588.85","1409.98","14.62","21.61","552.94","2388.06","9113.29","1.3","47.56","521.3","2388.03","8191.05","84.415","0.03","393","2388","100","38.75","23.357","34"
"82","181","0.0016","0.0004","100","518.67","642.96","1589.58","1415.05","14.62","21.61","552.97","2388.04","9120.25","1.3","47.74","521.9","2388.04","8196.4","84.675","0.03","394","2388","100","38.64","23.233","33"
"82","182","-0.0043","-0.0004","100","518.67","643.31","1597.04","1409.69","14.62","21.61","553.48","2388","9117.34","1.3","47.73","521.96","2388.02","8194.56","84.508","0.03","394","2388","100","38.97","23.186","32"
"82","183","-0.0004","0.0002","100","518.67","643.08","1597.09","1410.26","14.62","21.61","553.08","2388.05","9121.68","1.3","47.51","521.8","2388.08","8195.04","84.578","0.03","394","2388","100","38.69","23.319","31"
"82","184","0.0034","-0.0005","100","518.67","642.83","1592.11","1417.63","14.62","21.61","553.45","2388.04","9130.13","1.3","47.7","521.1","2388.01","8197.25","84.46","0.03","393","2388","100","38.81","23.267","30"
"82","185","0.0032","-0.0004","100","518.67","642.93","1598.06","1400.51","14.62","21.61","552.85","2388.1","9121.4","1.3","47.66","521.77","2388.02","8197.65","84.286","0.03","392","2388","100","38.64","23.324","29"
"82","186","-0.0027","0.0002","100","518.67","642.78","1595.94","1409.73","14.62","21.61","552.87","2388.03","9126.85","1.3","47.77","521.21","2388.07","8199.15","84.838","0.03","395","2388","100","38.8","23.229","28"
"82","187","-0.0007","0.0003","100","518.67","642.34","1597.02","1411.39","14.62","21.61","553.12","2388.12","9133.34","1.3","47.85","521.9","2388.07","8205.06","84.553","0.03","394","2388","100","38.66","23.207","27"
"82","188","0.002","0","100","518.67","643.03","1595.78","1415.91","14.62","21.61","553.18","2388.1","9137.66","1.3","47.57","521.32","2388.1","8205.82","84.388","0.03","395","2388","100","38.63","23.191","26"
"82","189","-0.0001","0","100","518.67","642.7","1591.53","1409.21","14.62","21.61","553.29","2388.13","9132.81","1.3","47.54","521.34","2388.12","8202.95","84.708","0.03","394","2388","100","38.74","23.281","25"
"82","190","0.0009","-0.0002","100","518.67","642.92","1599.34","1415.84","14.62","21.61","552.82","2388.07","9138.13","1.3","47.81","521.07","2388.1","8209.2","84.581","0.03","393","2388","100","38.88","23.258","24"
"82","191","0.0013","-0.0002","100","518.67","643.26","1593.75","1409.07","14.62","21.61","552.89","2388.08","9131.12","1.3","47.74","521.5","2388.09","8204.71","84.655","0.03","395","2388","100","38.75","23.149","23"
"82","192","-0.0004","0.0004","100","518.67","643.07","1602.68","1410.5","14.62","21.61","553","2388.08","9146.54","1.3","47.59","521.5","2388.05","8217.06","84.807","0.03","395","2388","100","38.49","23.233","22"
"82","193","0.0028","0.0004","100","518.67","642.51","1594.43","1418.36","14.62","21.61","552.54","2388.03","9133.11","1.3","47.8","521.04","2388.07","8206.82","84.896","0.03","393","2388","100","38.65","23.205","21"
"82","194","-0.0027","0.0003","100","518.67","643.23","1599.69","1414.71","14.62","21.61","553.03","2388.06","9147.11","1.3","47.74","520.81","2388.13","8208.87","85.072","0.03","396","2388","100","38.6","23.096","20"
"82","195","0.0016","-0.0003","100","518.67","643.11","1603.6","1422.45","14.62","21.61","552.26","2388.08","9149.61","1.3","47.76","520.66","2388.08","8218.51","84.968","0.03","395","2388","100","38.52","23.152","19"
"82","196","0.0043","0.0001","100","518.67","643.39","1592.95","1419.44","14.62","21.61","552.38","2388.11","9153.31","1.3","47.73","520.91","2388.1","8216.76","84.954","0.03","396","2388","100","38.63","23.195","18"
"82","197","0.0031","0.0004","100","518.67","643.22","1601.42","1416.52","14.62","21.61","552.4","2388.16","9153.75","1.3","47.83","520.88","2388.11","8217.85","84.56","0.03","393","2388","100","38.51","23.154","17"
"82","198","0.0005","-0.0002","100","518.67","643.59","1602.87","1422.64","14.62","21.61","553.12","2388.07","9149.6","1.3","47.69","520.89","2388.05","8220.49","84.99","0.03","395","2388","100","38.42","23.144","16"
"82","199","-0.0024","0.0004","100","518.67","643.24","1598.93","1424.94","14.62","21.61","552.56","2388.16","9159.03","1.3","47.69","520.79","2388.1","8224.85","84.997","0.03","396","2388","100","38.81","23.080","15"
"82","200","0.0007","-0.0004","100","518.67","643.47","1602.4","1425.75","14.62","21.61","552.38","2388.09","9163.03","1.3","47.69","520.92","2388.12","8230.84","84.93","0.03","395","2388","100","38.71","23.179","14"
"82","201","-0.0032","-0.0002","100","518.67","643.19","1599.54","1427.61","14.62","21.61","551.93","2388.18","9172.44","1.3","47.97","520.97","2388.09","8226.85","84.94","0.03","395","2388","100","38.66","23.154","13"
"82","202","0.0003","0.0002","100","518.67","642.76","1591.99","1427.79","14.62","21.61","552.71","2388.1","9168.79","1.3","47.97","520.51","2388.13","8231.67","84.862","0.03","398","2388","100","38.53","23.105","12"
"82","203","-0.0002","0.0001","100","518.67","643.59","1596.45","1420.6","14.62","21.61","552.5","2388.15","9175.36","1.3","47.9","520.56","2388.09","8231.75","84.952","0.03","394","2388","100","38.8","23.010","11"
"82","204","0.0004","-0.0004","100","518.67","643.18","1593.87","1420.64","14.62","21.61","552.43","2388.15","9169.22","1.3","47.88","520.84","2388.1","8230.69","85.178","0.03","396","2388","100","38.7","23.153","10"
"82","205","-0.0006","-0.0003","100","518.67","643.64","1596.75","1428.16","14.62","21.61","551.91","2388.12","9177.7","1.3","47.88","520.63","2388.14","8239.17","84.865","0.03","396","2388","100","38.46","23.172","9"
"82","206","0.0012","-0.0002","100","518.67","643.4","1602.48","1426.24","14.62","21.61","552.48","2388.12","9183.06","1.3","47.92","520.03","2388.12","8236","84.865","0.03","396","2388","100","38.74","23.102","8"
"82","207","0.0022","0","100","518.67","643.59","1607.09","1416.6","14.62","21.61","552.48","2388.13","9185.97","1.3","47.94","520.83","2388.08","8247.28","85.087","0.03","396","2388","100","38.36","23.152","7"
"82","208","-0.0021","0","100","518.67","644.08","1607.74","1426.26","14.62","21.61","552.35","2388.12","9182.21","1.3","48.08","520.81","2388.13","8246.23","85.34","0.03","398","2388","100","38.44","23.113","6"
"82","209","0.0006","0.0002","100","518.67","643.61","1604.53","1426.18","14.62","21.61","551.9","2388.19","9184.89","1.3","48.17","521.06","2388.13","8246.71","85.333","0.03","397","2388","100","38.44","23.043","5"
"82","210","0.0002","-0.0005","100","518.67","643.11","1608.87","1434.28","14.62","21.61","551.51","2388.13","9192.8","1.3","48.17","520.66","2388.13","8246.16","85.255","0.03","396","2388","100","38.46","23.064","4"
"82","211","-0.0004","-0.0004","100","518.67","643.61","1605","1426.94","14.62","21.61","552.46","2388.16","9192.88","1.3","48.04","520.73","2388.12","8258.32","85.23","0.03","396","2388","100","38.35","23.029","3"
"82","212","0.0004","0.0004","100","518.67","643.66","1601.47","1426.74","14.62","21.61","551.85","2388.13","9199.74","1.3","48.22","520.16","2388.19","8255.68","85.338","0.03","396","2388","100","38.5","23.238","2"
"82","213","-0.0036","0.0001","100","518.67","643.48","1596.98","1425.66","14.62","21.61","552.05","2388.12","9200.05","1.3","48.18","520.43","2388.11","8262.35","85.441","0.03","398","2388","100","38.49","23.041","1"
"82","214","-0.0013","0.0003","100","518.67","643.73","1601.66","1427.73","14.62","21.61","551.57","2388.16","9215.59","1.3","48.3","520.01","2388.16","8267.9","85.222","0.03","399","2388","100","38.56","23.029","0"
"83","1","-0.0051","0","100","518.67","642.14","1581.34","1392.65","14.62","21.61","554.79","2388.06","9057.43","1.3","47.14","522.26","2388.03","8148.42","83.915","0.03","391","2388","100","39.13","23.377","292"
"83","2","-0.0015","-0.0001","100","518.67","641.75","1575.29","1393.01","14.62","21.61","555.09","2388.02","9060.87","1.3","47.07","522.67","2387.98","8142.31","83.902","0.03","392","2388","100","39.19","23.319","291"
"83","3","0.002","-0.0005","100","518.67","641.9","1588.37","1391.04","14.62","21.61","554.56","2387.98","9058.42","1.3","47.19","522.54","2388","8139.69","84.149","0.03","392","2388","100","39.01","23.429","290"
"83","4","-0.0027","-0.0004","100","518.67","642.1","1585.82","1402.48","14.62","21.61","554.83","2387.94","9060.87","1.3","47.13","522.05","2387.98","8136.5","84.17","0.03","390","2388","100","39.07","23.519","289"
"83","5","0.0037","0","100","518.67","642.17","1581.64","1398.62","14.62","21.61","554.11","2388.01","9059.64","1.3","47.27","523.26","2388.03","8138.35","83.773","0.03","391","2388","100","39.01","23.422","288"
"83","6","0.0004","0.0003","100","518.67","641.74","1582.15","1394.59","14.62","21.61","554.83","2387.98","9052.49","1.3","47.2","522.1","2387.96","8141.27","83.935","0.03","392","2388","100","38.96","23.453","287"
"83","7","-0.0005","0.0002","100","518.67","641.61","1583.91","1396.79","14.62","21.61","554.36","2387.96","9058.53","1.3","47.16","522.99","2388","8138.93","83.746","0.03","391","2388","100","39.14","23.511","286"
"83","8","0.0002","-0.0001","100","518.67","641.92","1587.53","1394.05","14.62","21.61","554.41","2388.01","9060.14","1.3","47.05","522.27","2388.04","8140.46","83.976","0.03","392","2388","100","38.97","23.361","285"
"83","9","0.0006","0.0002","100","518.67","641.84","1586.99","1394.23","14.62","21.6","554.33","2388.03","9049.92","1.3","47.14","523.13","2388.04","8142.5","83.922","0.03","391","2388","100","38.89","23.450","284"
"83","10","0.0007","-0.0001","100","518.67","641.9","1583.41","1400.16","14.62","21.61","554.89","2387.97","9056.86","1.3","47.26","522.64","2388.01","8141.67","84.15","0.03","389","2388","100","39.06","23.457","283"
"83","11","-0.0021","-0.0004","100","518.67","642.06","1577.5","1390.48","14.62","21.61","554.9","2388.03","9057.84","1.3","47.21","522.97","2387.95","8141.79","84.285","0.03","389","2388","100","39","23.385","282"
"83","12","0.0016","-0.0002","100","518.67","641.44","1586.47","1402.08","14.62","21.6","555.43","2388","9059.03","1.3","47.23","522.71","2388","8136.47","83.646","0.03","391","2388","100","38.91","23.450","281"
"83","13","-0.0001","0.0003","100","518.67","641.59","1585.37","1400.84","14.62","21.61","554.47","2387.97","9062.9","1.3","47.16","522.5","2387.98","8141.69","83.705","0.03","390","2388","100","39.19","23.415","280"
"83","14","0.0019","-0.0003","100","518.67","641.48","1579.72","1399.07","14.62","21.6","554.98","2388.02","9052.32","1.3","47.35","522.51","2388.01","8146.92","83.918","0.03","392","2388","100","39.07","23.463","279"
"83","15","0.002","0.0001","100","518.67","642.28","1579.22","1394.18","14.62","21.6","554.8","2387.97","9054.15","1.3","47.15","522.2","2387.96","8140.48","83.812","0.03","392","2388","100","39.18","23.455","278"
"83","16","-0.0022","-0.0001","100","518.67","642.15","1586.81","1396.95","14.62","21.6","554","2388","9052.07","1.3","47.14","522.28","2387.96","8135.33","83.677","0.03","391","2388","100","39.06","23.373","277"
"83","17","-0.0001","0.0001","100","518.67","641.68","1586.2","1402.79","14.62","21.61","554.54","2388.03","9056.2","1.3","47.2","522.77","2388","8141.61","83.667","0.03","392","2388","100","39.06","23.380","276"
"83","18","-0.0016","-0.0005","100","518.67","641.71","1579.52","1392.34","14.62","21.61","554.82","2387.99","9055.04","1.3","47.04","522.14","2388.02","8143.73","83.917","0.03","392","2388","100","39.22","23.396","275"
"83","19","0.0001","-0.0002","100","518.67","641.95","1587.74","1394.18","14.62","21.61","554.36","2388.02","9057.11","1.3","47.27","521.96","2387.96","8142.36","84.354","0.03","390","2388","100","38.87","23.489","274"
"83","20","-0.0022","-0.0004","100","518.67","641.4","1576.76","1393.19","14.62","21.61","554.74","2387.99","9051.66","1.3","47.06","522.4","2387.98","8139.69","83.693","0.03","391","2388","100","39.05","23.399","273"
"83","21","0","-0.0003","100","518.67","642.02","1581.28","1402.91","14.62","21.61","554.24","2387.98","9051.41","1.3","47.17","522.51","2387.96","8144.29","83.994","0.03","391","2388","100","39.25","23.437","272"
"83","22","0.0017","0.0001","100","518.67","642.23","1574.41","1393.37","14.62","21.61","555.14","2388.02","9050.46","1.3","47.14","522.48","2387.97","8142.05","84.349","0.03","391","2388","100","39.05","23.385","271"
"83","23","0.0005","0.0002","100","518.67","642.51","1574.29","1393.39","14.62","21.61","554.37","2388.02","9054.8","1.3","47.12","521.89","2387.98","8139.48","83.942","0.03","392","2388","100","39.05","23.476","270"
"83","24","-0.0013","0","100","518.67","642","1574.48","1396.04","14.62","21.61","554.45","2388.06","9052.53","1.3","47.21","521.98","2388.01","8142.6","83.923","0.03","392","2388","100","39.14","23.361","269"
"83","25","-0.002","0.0001","100","518.67","641.67","1582.77","1395.44","14.62","21.61","554.86","2388.05","9057.96","1.3","47.19","522.75","2387.93","8146.07","84.012","0.03","390","2388","100","38.98","23.403","268"
"83","26","-0.0021","-0.0001","100","518.67","642.4","1588.21","1396.89","14.62","21.61","555.04","2387.96","9055.87","1.3","46.96","522.71","2388","8143.49","83.905","0.03","392","2388","100","38.89","23.430","267"
"83","27","-0.0004","0.0001","100","518.67","642.42","1585.72","1394.2","14.62","21.61","554.73","2387.96","9056.31","1.3","47.22","522.37","2387.98","8142.22","83.826","0.03","392","2388","100","39.06","23.482","266"
"83","28","-0.0011","0.0004","100","518.67","641.89","1579.42","1390.05","14.62","21.61","554.89","2387.95","9052.98","1.3","47.3","522.22","2387.97","8140.14","83.948","0.03","391","2388","100","38.99","23.374","265"
"83","29","-0.0049","-0.0005","100","518.67","641.44","1583.51","1391.57","14.62","21.61","554.38","2388.02","9054.88","1.3","47.23","522.19","2388","8144.59","83.759","0.03","392","2388","100","38.95","23.404","264"
"83","30","0.0022","0.0003","100","518.67","642.66","1581.19","1396.1","14.62","21.61","554.3","2388.01","9057.6","1.3","47.19","522.66","2387.97","8132.9","83.877","0.03","391","2388","100","39.08","23.474","263"
"83","31","0.0004","0","100","518.67","642.08","1588.61","1404.23","14.62","21.61","555.42","2388.02","9061.33","1.3","47.15","522.03","2388.02","8141.55","83.838","0.03","392","2388","100","39.02","23.485","262"
"83","32","0.0022","-0.0001","100","518.67","641.85","1581.98","1395.81","14.62","21.61","554.53","2387.97","9060.29","1.3","47.17","522.63","2388","8138.65","83.695","0.03","393","2388","100","38.96","23.322","261"
"83","33","0.0012","-0.0001","100","518.67","642.09","1588.28","1394.41","14.62","21.61","554.19","2388.04","9055.49","1.3","47","522.3","2388.04","8137.79","84.09","0.03","391","2388","100","38.98","23.598","260"
"83","34","-0.0007","0","100","518.67","642.34","1582.52","1395.08","14.62","21.61","555.06","2387.98","9061.08","1.3","47.18","522.36","2388.02","8135.78","84.052","0.03","391","2388","100","39.2","23.360","259"
"83","35","-0.0038","0.0001","100","518.67","641.85","1579.33","1403.7","14.62","21.61","554.68","2388","9050.57","1.3","47.19","522.24","2388.03","8137.74","83.686","0.03","392","2388","100","39","23.589","258"
"83","36","0.0039","-0.0004","100","518.67","642.08","1585.29","1404.18","14.62","21.61","554.8","2388.01","9056.88","1.3","47.03","522.06","2388.03","8137.92","83.871","0.03","394","2388","100","39.09","23.436","257"
"83","37","-0.0021","-0.0001","100","518.67","642.07","1586.19","1387.57","14.62","21.6","554.73","2388.02","9056.23","1.3","47.19","522.51","2387.98","8142.17","84.121","0.03","392","2388","100","39.08","23.485","256"
"83","38","0.0014","-0.0005","100","518.67","641.96","1580.04","1398.55","14.62","21.61","554.29","2387.98","9064.48","1.3","47.2","522.57","2388.03","8144.67","83.755","0.03","391","2388","100","38.84","23.430","255"
"83","39","-0.0013","-0.0001","100","518.67","642.37","1582.58","1392.91","14.62","21.61","555.03","2388","9061.78","1.3","47.08","522.6","2387.98","8138.96","84.115","0.03","393","2388","100","38.98","23.361","254"
"83","40","-0.0054","-0.0002","100","518.67","642.49","1586.32","1399.36","14.62","21.61","554.43","2387.97","9056.4","1.3","47.17","522.22","2388.01","8136.25","83.65","0.03","391","2388","100","39.24","23.514","253"
"83","41","-0.0026","-0.0002","100","518.67","641.99","1583.08","1399.77","14.62","21.61","554.77","2388.01","9052.81","1.3","47.22","522.19","2388.02","8141.87","83.764","0.03","393","2388","100","39.11","23.374","252"
"83","42","0.0001","-0.0002","100","518.67","641.93","1583.14","1389.57","14.62","21.61","554.67","2387.97","9057.99","1.3","47.22","522.29","2387.98","8138.53","83.904","0.03","390","2388","100","39.08","23.355","251"
"83","43","-0.0007","0","100","518.67","641.53","1579.94","1401.71","14.62","21.61","554.6","2387.96","9053.36","1.3","46.94","522.14","2388.01","8141.79","83.782","0.03","392","2388","100","39.16","23.434","250"
"83","44","0.0009","-0.0002","100","518.67","641.67","1577.62","1398.59","14.62","21.61","555.28","2387.98","9061.9","1.3","47.14","522.79","2387.96","8143.68","83.839","0.03","391","2388","100","38.93","23.467","249"
"83","45","0.0009","-0.0002","100","518.67","642.5","1587.19","1395.09","14.62","21.61","554.34","2387.95","9056.12","1.3","47.3","522.44","2388.01","8140.67","83.77","0.03","393","2388","100","39.07","23.435","248"
"83","46","-0.0036","-0.0002","100","518.67","641.93","1582.5","1395.53","14.62","21.61","554.79","2387.97","9059.73","1.3","47.24","522.78","2387.97","8140.61","83.772","0.03","392","2388","100","38.97","23.375","247"
"83","47","-0.0034","-0.0003","100","518.67","642.18","1584.91","1398.54","14.62","21.61","554.36","2388.01","9058.53","1.3","47.21","522.5","2387.98","8135.87","84.357","0.03","392","2388","100","39.04","23.399","246"
"83","48","-0.001","0.0004","100","518.67","642.25","1585.17","1397.54","14.62","21.61","554.74","2388.02","9054.83","1.3","47.22","521.97","2387.96","8142.91","83.992","0.03","391","2388","100","38.92","23.439","245"
"83","49","-0.0012","0.0002","100","518.67","642.19","1582.04","1391.8","14.62","21.61","554.22","2387.99","9059.91","1.3","47.16","522.35","2387.97","8143.45","83.358","0.03","393","2388","100","39.06","23.509","244"
"83","50","-0.0042","-0.0004","100","518.67","641.72","1574.96","1385.75","14.62","21.61","555.05","2387.99","9055.7","1.3","47.16","522.59","2387.98","8141.17","83.635","0.03","392","2388","100","39.25","23.532","243"
"83","51","-0.0026","0.0001","100","518.67","641.7","1594.67","1404.76","14.62","21.6","554.24","2387.99","9065.89","1.3","47.42","522.22","2388","8138.58","83.682","0.03","392","2388","100","39.15","23.446","242"
"83","52","0.0016","-0.0005","100","518.67","641.94","1580.01","1392.51","14.62","21.61","554.95","2387.94","9058.29","1.3","47.04","522.34","2388.01","8135.22","83.95","0.03","391","2388","100","39.1","23.481","241"
"83","53","-0.0007","-0.0001","100","518.67","641.58","1583.06","1398.35","14.62","21.61","553.93","2388","9061.29","1.3","47.24","522.59","2387.93","8138","84.019","0.03","391","2388","100","39.27","23.568","240"
"83","54","0.0003","0.0002","100","518.67","641.78","1585.71","1401.01","14.62","21.61","555.61","2388.01","9058.28","1.3","47.04","522.14","2388.01","8138.11","83.638","0.03","392","2388","100","39.16","23.360","239"
"83","55","0.0013","0.0002","100","518.67","642.04","1586.25","1403.62","14.62","21.61","555.16","2388.03","9046.49","1.3","47.23","522.2","2388","8142.09","83.972","0.03","391","2388","100","38.86","23.446","238"
"83","56","-0.0041","-0.0002","100","518.67","642.11","1589.2","1392.13","14.62","21.61","554.53","2388","9053.15","1.3","47.05","521.9","2388","8140.87","83.725","0.03","392","2388","100","39.14","23.358","237"
"83","57","0.0021","-0.0002","100","518.67","642.27","1578.93","1397.44","14.62","21.61","554.08","2388","9051.83","1.3","47.33","522.64","2388.02","8136.81","83.954","0.03","391","2388","100","39.15","23.392","236"
"83","58","-0.0009","0","100","518.67","642.88","1583.75","1401.54","14.62","21.61","554.8","2388","9053.97","1.3","47.02","523.1","2387.99","8135.57","83.83","0.03","392","2388","100","39.06","23.373","235"
"83","59","-0.0045","-0.0003","100","518.67","642.9","1588.17","1401.25","14.62","21.61","554.63","2388.06","9055.86","1.3","47.16","522.54","2388.03","8137.3","83.967","0.03","390","2388","100","39.14","23.570","234"
"83","60","-0.0018","0.0001","100","518.67","642.12","1583.78","1391.6","14.62","21.61","553.69","2387.97","9058.75","1.3","46.99","522.5","2388","8141.46","84.04","0.03","392","2388","100","39.13","23.343","233"
"83","61","-0.0002","-0.0001","100","518.67","642","1584.32","1398.63","14.62","21.61","554.7","2388","9053.82","1.3","47.33","522.16","2387.97","8139.06","83.777","0.03","391","2388","100","39.01","23.390","232"
"83","62","-0.0001","0.0005","100","518.67","642.4","1579.6","1399.79","14.62","21.61","554.61","2387.99","9056.63","1.3","47.28","522.36","2387.99","8143.63","84.19","0.03","390","2388","100","39.02","23.453","231"
"83","63","0","0.0001","100","518.67","642.05","1580.13","1398.63","14.62","21.61","554.9","2388.02","9049.92","1.3","47.13","522.79","2388.04","8142.59","84.112","0.03","391","2388","100","39.07","23.298","230"
"83","64","0.0006","0","100","518.67","642.17","1585.25","1400.82","14.62","21.61","554.36","2387.99","9052.07","1.3","47.06","522.44","2388.02","8138.03","84.182","0.03","390","2388","100","39","23.428","229"
"83","65","0.0002","-0.0005","100","518.67","642.17","1589.25","1403.86","14.62","21.61","554.26","2387.99","9057.82","1.3","46.98","522.26","2387.98","8144.51","83.678","0.03","392","2388","100","38.97","23.509","228"
"83","66","0.0034","0","100","518.67","642.04","1585.17","1400.96","14.62","21.61","554.76","2388.04","9057.74","1.3","47.01","522.71","2387.93","8144.42","83.699","0.03","391","2388","100","39.04","23.541","227"
"83","67","0.0032","0.0001","100","518.67","642.34","1586.44","1391","14.62","21.61","554.21","2387.99","9059.87","1.3","47.12","522.37","2388.01","8143.53","84.272","0.03","392","2388","100","38.88","23.544","226"
"83","68","-0.0002","0.0004","100","518.67","642.21","1585.09","1406.37","14.62","21.6","554.73","2388.06","9058.64","1.3","47.14","522.6","2387.99","8135.54","83.898","0.03","392","2388","100","38.95","23.452","225"
"83","69","-0.0016","-0.0001","100","518.67","641.7","1588.53","1399.53","14.62","21.61","554.48","2387.98","9054.29","1.3","47.15","522.46","2388.01","8136.8","84.053","0.03","393","2388","100","39.09","23.463","224"
"83","70","0.0014","-0.0002","100","518.67","641.79","1580.23","1401.46","14.62","21.61","554.09","2388.02","9057.11","1.3","47.24","522.3","2388.02","8137.4","83.963","0.03","391","2388","100","39.08","23.396","223"
"83","71","0.0006","0.0003","100","518.67","642.33","1581.85","1396.95","14.62","21.61","554.82","2388.02","9053.58","1.3","47.13","522.33","2388","8139.77","84.167","0.03","390","2388","100","39.02","23.377","222"
"83","72","-0.0017","0.0001","100","518.67","641.86","1589.41","1399.05","14.62","21.61","554.46","2388.01","9048.72","1.3","47.23","522.36","2387.98","8139.07","83.793","0.03","392","2388","100","38.88","23.369","221"
"83","73","0.0019","-0.0002","100","518.67","642.32","1573.82","1396.44","14.62","21.61","554.18","2388","9062.38","1.3","47.14","522.55","2388.05","8136.05","83.865","0.03","392","2388","100","39.04","23.452","220"
"83","74","-0.0008","0.0001","100","518.67","642.29","1581.43","1394.97","14.62","21.61","554.28","2388.02","9055.04","1.3","47.13","522.49","2388","8139.99","83.915","0.03","392","2388","100","39.15","23.373","219"
"83","75","0.0012","0.0001","100","518.67","641.97","1580.89","1405.61","14.62","21.61","554.39","2388.01","9065.72","1.3","47.25","522.64","2388.07","8140.01","84.434","0.03","393","2388","100","38.93","23.428","218"
"83","76","-0.0001","0.0002","100","518.67","641.82","1579.26","1405.68","14.62","21.61","554.82","2388.04","9055.91","1.3","47.19","522.2","2388","8142.69","84.12","0.03","391","2388","100","38.86","23.426","217"
"83","77","-0.0019","0.0002","100","518.67","641.83","1583.73","1401.13","14.62","21.61","554.81","2388.01","9053.4","1.3","47.09","522.24","2388.06","8143.09","83.813","0.03","391","2388","100","39.12","23.356","216"
"83","78","-0.0012","0.0004","100","518.67","641.99","1581.62","1398.8","14.62","21.61","554.72","2387.98","9050.51","1.3","47.21","522.4","2388.01","8137.39","83.901","0.03","391","2388","100","38.98","23.421","215"
"83","79","0.0017","0","100","518.67","642.23","1583.46","1398.63","14.62","21.61","554.85","2388.01","9056.29","1.3","47.02","523.35","2388.03","8137.22","84.212","0.03","392","2388","100","39","23.419","214"
"83","80","-0.0005","0.0004","100","518.67","642.2","1586.95","1399.96","14.62","21.61","554.64","2387.96","9048.07","1.3","47.18","522.68","2388.03","8142.33","84.271","0.03","392","2388","100","39.11","23.454","213"
"83","81","0.0002","0","100","518.67","642.45","1580.7","1394.18","14.62","21.61","554.24","2387.99","9049.22","1.3","47.23","522.44","2387.98","8146.72","83.979","0.03","392","2388","100","39.05","23.517","212"
"83","82","0.0017","0.0003","100","518.67","642.2","1583.65","1397.34","14.62","21.61","555.22","2388.03","9060.7","1.3","47.19","522.22","2388.02","8134.2","84.391","0.03","392","2388","100","39.19","23.400","211"
"83","83","0.0021","0.0003","100","518.67","641.8","1580.98","1403.28","14.62","21.61","554.66","2388.07","9058.58","1.3","47.22","522.55","2388.05","8137.83","84.029","0.03","391","2388","100","39.01","23.490","210"
"83","84","-0.0052","-0.0004","100","518.67","642.63","1580.92","1398.66","14.62","21.61","553.91","2387.95","9059.87","1.3","47.07","522.42","2388.03","8140.42","84.331","0.03","390","2388","100","38.84","23.387","209"
"83","85","-0.005","-0.0002","100","518.67","642.21","1580.18","1393.68","14.62","21.61","554.94","2388.02","9060.01","1.3","47.23","523.14","2388.04","8143.72","84.168","0.03","392","2388","100","38.92","23.404","208"
"83","86","-0.0087","-0.0001","100","518.67","642.5","1581.47","1398.62","14.62","21.61","553.98","2388.08","9058.43","1.3","47.29","522.58","2388.04","8141.51","84.162","0.03","391","2388","100","39.13","23.447","207"
"83","87","0.0023","0.0004","100","518.67","642.24","1584.41","1395.95","14.62","21.61","555.2","2388.03","9058.8","1.3","47.08","522.48","2388.05","8145.74","84.106","0.03","393","2388","100","39","23.455","206"
"83","88","-0.0011","-0.0001","100","518.67","641.48","1589.91","1397.3","14.62","21.61","554.94","2387.98","9058.09","1.3","47.17","522.45","2387.99","8142.06","84.053","0.03","393","2388","100","39.2","23.390","205"
"83","89","0.0026","0","100","518.67","642.4","1584.59","1391.17","14.62","21.61","554.65","2388.02","9059.4","1.3","46.99","522.5","2387.95","8142.46","84.247","0.03","391","2388","100","38.96","23.368","204"
